id;candidato; percent ; error_final ;entrevistados;Tipo_campo;confidence_interval_final;data_pesquisa;instituto;fonte;N_registro_tse
120;Jair Bolsonaro; 32,70 ; 2,20 ;2020,00;Domicilio;95,00;05/04/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-08065-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-abril-2022/;BR-08065/2022
121;Sergio Moro; 7,10 ; 2,20 ;2020,00;Domicilio;95,00;05/04/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-08065-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-abril-2022/;BR-08065/2022
122;Ciro Gomes; 5,40 ; 2,20 ;2020,00;Domicilio;95,00;05/04/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-08065-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-abril-2022/;BR-08065/2022
123;João Doria; 2,30 ; 2,20 ;2020,00;Domicilio;95,00;05/04/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-08065-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-abril-2022/;BR-08065/2022
124;Janones; 1,10 ; 2,20 ;2020,00;Domicilio;95,00;05/04/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-08065-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-abril-2022/;BR-08065/2022
125;Tebet; 0,60 ; 2,20 ;2020,00;Domicilio;95,00;05/04/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-08065-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-abril-2022/;BR-08065/2022
126;Felipe d'Ávila; 0,10 ; 2,20 ;2020,00;Domicilio;95,00;05/04/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-08065-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-abril-2022/;BR-08065/2022
127;Branco_Nulo; 6,90 ; 2,20 ;2020,00;Domicilio;95,00;05/04/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-08065-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-abril-2022/;BR-08065/2022
128;nao_sabe; 3,70 ; 2,20 ;2020,00;Domicilio;95,00;05/04/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-08065-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-abril-2022/;BR-08065/2022
129;Lula; 44,00 ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
130;Jair Bolsonaro; 29,00 ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
131;Sergio Moro; 6,00 ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
132;Ciro Gomes; 5,00 ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
133;João Doria; 1,00 ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
134;Janones; 3,00 ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
135;Tebet; 1,00 ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
136;Felipe d'Ávila; -   ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
137;Leonardo Péricles; -   ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
138;Vera Lúcia; -   ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
139;Eymael; -   ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
140;Branco_Nulo; 5,00 ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
141;nao_sabe; 5,00 ; 2,00 ;2000,00;Domicilio;95,00;03/04/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/04/06195508/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-abril.pdf;BR-00372/2022
142;Lula; 44,00 ; 3,20 ;1000,00;Telefone;95,50;05/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/06/sobre-a-pesquisa-ipespe-divulgada-hoje-6-abril/;BR-03874/2022
143;Jair Bolsonaro; 30,00 ; 3,20 ;1000,00;Telefone;95,50;05/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/06/sobre-a-pesquisa-ipespe-divulgada-hoje-6-abril/;BR-03874/2022
144;Ciro Gomes; 9,00 ; 3,20 ;1000,00;Telefone;95,50;05/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/06/sobre-a-pesquisa-ipespe-divulgada-hoje-6-abril/;BR-03874/2022
145;João Doria; 3,00 ; 3,20 ;1000,00;Telefone;95,50;05/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/06/sobre-a-pesquisa-ipespe-divulgada-hoje-6-abril/;BR-03874/2022
146;Janones; 1,00 ; 3,20 ;1000,00;Telefone;95,50;05/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/06/sobre-a-pesquisa-ipespe-divulgada-hoje-6-abril/;BR-03874/2022
147;Tebet; 2,00 ; 3,20 ;1000,00;Telefone;95,50;05/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/06/sobre-a-pesquisa-ipespe-divulgada-hoje-6-abril/;BR-03874/2022
148;Felipe d'Ávila; -   ; 3,20 ;1000,00;Telefone;95,50;05/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/06/sobre-a-pesquisa-ipespe-divulgada-hoje-6-abril/;BR-03874/2022
149;Vera Lúcia; -   ; 3,20 ;1000,00;Telefone;95,50;05/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/06/sobre-a-pesquisa-ipespe-divulgada-hoje-6-abril/;BR-03874/2022
150;Eymael; -   ; 3,20 ;1000,00;Telefone;95,50;05/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/06/sobre-a-pesquisa-ipespe-divulgada-hoje-6-abril/;BR-03874/2022
151;Branco_Nulo; 9,00 ; 3,20 ;1000,00;Telefone;95,50;05/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/06/sobre-a-pesquisa-ipespe-divulgada-hoje-6-abril/;BR-03874/2022
152;nao_sabe; 3,00 ; 3,20 ;1000,00;Telefone;95,50;05/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/06/sobre-a-pesquisa-ipespe-divulgada-hoje-6-abril/;BR-03874/2022
153;Lula; 41,40 ; 2,35 ;2097,82;Telefone;95,09;31/03/2022;Média mês;Média mês;não se aplica
154;Jair Bolsonaro; 29,49 ; 2,35 ;2097,82;Telefone;95,09;31/03/2022;Média mês;Média mês;não se aplica
155;Sergio Moro; 7,34 ; 2,35 ;2097,82;Telefone;95,09;31/03/2022;Média mês;Média mês;não se aplica
156;Ciro Gomes; 7,17 ; 2,35 ;2097,82;Telefone;95,09;31/03/2022;Média mês;Média mês;não se aplica
157;João Doria; 2,05 ; 2,35 ;2097,82;Telefone;95,09;31/03/2022;Média mês;Média mês;não se aplica
158;Janones; 1,62 ; 2,35 ;2097,82;Telefone;95,09;31/03/2022;Média mês;Média mês;não se aplica
159;Tebet; 0,95 ; 2,35 ;2097,82;Telefone;95,09;31/03/2022;Média mês;Média mês;não se aplica
160;Felipe d'Ávila; 0,27 ; 2,36 ;2105,60;Telefone;95,10;31/03/2022;Média mês;Média mês;não se aplica
161;Eduardo Leite; 1,83 ; 2,33 ;2190,00;Telefone;95,06;31/03/2022;Média mês;Média mês;não se aplica
162;Branco_Nulo; 5,62 ; 2,35 ;2097,82;Telefone;95,09;31/03/2022;Média mês;Média mês;não se aplica
163;nao_sabe; 2,71 ; 2,35 ;2097,82;Telefone;95,09;31/03/2022;Média mês;Média mês;não se aplica
164;Vera Lúcia; 0,50 ; 2,00 ;2778,00;Telefone;95,00;31/03/2022;Média mês;Média mês;não se aplica
165;Aldo Rebelo; 0,10 ; 3,00 ;1500,00;Telefone;95,00;31/03/2022;Média mês;Média mês;não se aplica
166;Vieira; 0,05 ; 2,70 ;1510,00;Telefone;95,25;31/03/2022;Média mês;Média mês;não se aplica
167;Lula; 38,50 ; 2,20 ;2000,00;Telefone;95,00;25/03/2022;Moldalmais/Futura;https://www.cartacapital.com.br/politica/pesquisa-de-banco-mostra-lula-e-bolsonaro-empatados-especialistas-estranham-o-resultado/;BR-00758/2022
168;Jair Bolsonaro; 35,50 ; 2,20 ;2000,00;Telefone;95,00;25/03/2022;Moldalmais/Futura;https://www.cartacapital.com.br/politica/pesquisa-de-banco-mostra-lula-e-bolsonaro-empatados-especialistas-estranham-o-resultado/;BR-00758/2022
169;Sergio Moro; 5,30 ; 2,20 ;2000,00;Telefone;95,00;25/03/2022;Moldalmais/Futura;https://www.cartacapital.com.br/politica/pesquisa-de-banco-mostra-lula-e-bolsonaro-empatados-especialistas-estranham-o-resultado/;BR-00758/2022
170;Ciro Gomes; 5,10 ; 2,20 ;2000,00;Telefone;95,00;25/03/2022;Moldalmais/Futura;https://www.cartacapital.com.br/politica/pesquisa-de-banco-mostra-lula-e-bolsonaro-empatados-especialistas-estranham-o-resultado/;BR-00758/2022
171;João Doria; 1,30 ; 2,20 ;2000,00;Telefone;95,00;25/03/2022;Moldalmais/Futura;https://www.cartacapital.com.br/politica/pesquisa-de-banco-mostra-lula-e-bolsonaro-empatados-especialistas-estranham-o-resultado/;BR-00758/2022
172;Janones; 2,10 ; 2,20 ;2000,00;Telefone;95,00;25/03/2022;Moldalmais/Futura;https://www.cartacapital.com.br/politica/pesquisa-de-banco-mostra-lula-e-bolsonaro-empatados-especialistas-estranham-o-resultado/;BR-00758/2022
173;Tebet; 1,10 ; 2,20 ;2000,00;Telefone;95,00;25/03/2022;Moldalmais/Futura;https://www.cartacapital.com.br/politica/pesquisa-de-banco-mostra-lula-e-bolsonaro-empatados-especialistas-estranham-o-resultado/;BR-00758/2022
174;Felipe d'Ávila; 0,30 ; 2,20 ;2000,00;Telefone;95,00;25/03/2022;Moldalmais/Futura;https://www.cartacapital.com.br/politica/pesquisa-de-banco-mostra-lula-e-bolsonaro-empatados-especialistas-estranham-o-resultado/;BR-00758/2022
175;Eduardo Leite; 1,30 ; 2,20 ;2000,00;Telefone;95,00;25/03/2022;Moldalmais/Futura;https://www.cartacapital.com.br/politica/pesquisa-de-banco-mostra-lula-e-bolsonaro-empatados-especialistas-estranham-o-resultado/;BR-00758/2022
176;Branco_Nulo; 5,20 ; 2,20 ;2000,00;Telefone;95,00;25/03/2022;Moldalmais/Futura;https://www.cartacapital.com.br/politica/pesquisa-de-banco-mostra-lula-e-bolsonaro-empatados-especialistas-estranham-o-resultado/;BR-00758/2022
177;nao_sabe; 4,20 ; 2,20 ;2000,00;Telefone;95,00;25/03/2022;Moldalmais/Futura;https://www.cartacapital.com.br/politica/pesquisa-de-banco-mostra-lula-e-bolsonaro-empatados-especialistas-estranham-o-resultado/;BR-00758/2022
178;Lula; 41,00 ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
179;Jair Bolsonaro; 32,00 ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
180;Sergio Moro; 6,00 ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
181;Ciro Gomes; 7,00 ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
182;João Doria; 3,00 ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
183;Janones; 2,00 ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
184;Tebet; 1,00 ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
185;Felipe d'Ávila; -   ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
186;Eduardo Leite; 1,00 ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
187;Vera Lúcia; -   ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
188;Branco_Nulo; 5,00 ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
189;nao_sabe; 2,00 ; 2,00 ;3000,00;Telefone;95,00;29/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/poderdata-lula-tem-42-no-1o-turno-bolsonaro-31/;BR-06661/2022
190;Lula; 44,00 ; 3,20 ;1000,00;Telefone;95,50;23/03/2022;IPESP/XP;https://ipespe.org.br/pesquisa-ipespe-avaliacao-presidencial-eleicao-2022-marco-2o-quinzena/;BR-04222/2022
191;Jair Bolsonaro; 26,00 ; 3,20 ;1000,00;Telefone;95,50;23/03/2022;IPESP/XP;https://ipespe.org.br/pesquisa-ipespe-avaliacao-presidencial-eleicao-2022-marco-2o-quinzena/;BR-04222/2022
192;Sergio Moro; 9,00 ; 3,20 ;1000,00;Telefone;95,50;23/03/2022;IPESP/XP;https://ipespe.org.br/pesquisa-ipespe-avaliacao-presidencial-eleicao-2022-marco-2o-quinzena/;BR-04222/2022
193;Ciro Gomes; 7,00 ; 3,20 ;1000,00;Telefone;95,50;23/03/2022;IPESP/XP;https://ipespe.org.br/pesquisa-ipespe-avaliacao-presidencial-eleicao-2022-marco-2o-quinzena/;BR-04222/2022
194;João Doria; 2,00 ; 3,20 ;1000,00;Telefone;95,50;23/03/2022;IPESP/XP;https://ipespe.org.br/pesquisa-ipespe-avaliacao-presidencial-eleicao-2022-marco-2o-quinzena/;BR-04222/2022
195;Janones; 1,00 ; 3,20 ;1000,00;Telefone;95,50;23/03/2022;IPESP/XP;https://ipespe.org.br/pesquisa-ipespe-avaliacao-presidencial-eleicao-2022-marco-2o-quinzena/;BR-04222/2022
196;Tebet; 1,00 ; 3,20 ;1000,00;Telefone;95,50;23/03/2022;IPESP/XP;https://ipespe.org.br/pesquisa-ipespe-avaliacao-presidencial-eleicao-2022-marco-2o-quinzena/;BR-04222/2022
197;Felipe d'Ávila; 1,00 ; 3,20 ;1000,00;Telefone;95,50;23/03/2022;IPESP/XP;https://ipespe.org.br/pesquisa-ipespe-avaliacao-presidencial-eleicao-2022-marco-2o-quinzena/;BR-04222/2022
198;Eduardo Leite; 1,00 ; 3,20 ;1000,00;Telefone;95,50;23/03/2022;IPESP/XP;https://ipespe.org.br/pesquisa-ipespe-avaliacao-presidencial-eleicao-2022-marco-2o-quinzena/;BR-04222/2022
199;Branco_Nulo; 7,00 ; 3,20 ;1000,00;Telefone;95,50;23/03/2022;IPESP/XP;https://ipespe.org.br/pesquisa-ipespe-avaliacao-presidencial-eleicao-2022-marco-2o-quinzena/;BR-04222/2022
200;nao_sabe; 2,00 ; 3,20 ;1000,00;Telefone;95,50;23/03/2022;IPESP/XP;https://ipespe.org.br/pesquisa-ipespe-avaliacao-presidencial-eleicao-2022-marco-2o-quinzena/;BR-04222/2022
201;Lula; 43,00 ; 2,00 ;2556,00;Domicilio;95,00;23/03/2022;DataFolha;https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-lula-tem-43-bolsonaro-26-moro-8-e-ciro-6/;BR-08967/2022
202;Jair Bolsonaro; 26,00 ; 2,00 ;2556,00;Domicilio;95,00;23/03/2022;DataFolha;https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-lula-tem-43-bolsonaro-26-moro-8-e-ciro-6/;BR-08967/2022
203;Sergio Moro; 8,00 ; 2,00 ;2556,00;Domicilio;95,00;23/03/2022;DataFolha;https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-lula-tem-43-bolsonaro-26-moro-8-e-ciro-6/;BR-08967/2022
204;Ciro Gomes; 6,00 ; 2,00 ;2556,00;Domicilio;95,00;23/03/2022;DataFolha;https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-lula-tem-43-bolsonaro-26-moro-8-e-ciro-6/;BR-08967/2022
205;João Doria; 2,00 ; 2,00 ;2556,00;Domicilio;95,00;23/03/2022;DataFolha;https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-lula-tem-43-bolsonaro-26-moro-8-e-ciro-6/;BR-08967/2022
206;Janones; 2,00 ; 2,00 ;2556,00;Domicilio;95,00;23/03/2022;DataFolha;https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-lula-tem-43-bolsonaro-26-moro-8-e-ciro-6/;BR-08967/2022
207;Tebet; 1,00 ; 2,00 ;2556,00;Domicilio;95,00;23/03/2022;DataFolha;https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-lula-tem-43-bolsonaro-26-moro-8-e-ciro-6/;BR-08967/2022
208;Felipe d'Ávila; 1,00 ; 2,00 ;2556,00;Domicilio;95,00;23/03/2022;DataFolha;https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-lula-tem-43-bolsonaro-26-moro-8-e-ciro-6/;BR-08967/2022
209;Vera Lúcia; 1,00 ; 2,00 ;2556,00;Domicilio;95,00;23/03/2022;DataFolha;https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-lula-tem-43-bolsonaro-26-moro-8-e-ciro-6/;BR-08967/2022
210;Branco_Nulo; 6,00 ; 2,00 ;2556,00;Domicilio;95,00;23/03/2022;DataFolha;https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-lula-tem-43-bolsonaro-26-moro-8-e-ciro-6/;BR-08967/2022
211;nao_sabe; 2,00 ; 2,00 ;2556,00;Domicilio;95,00;23/03/2022;DataFolha;https://www.cnnbrasil.com.br/politica/pesquisa-datafolha-lula-tem-43-bolsonaro-26-moro-8-e-ciro-6/;BR-08967/2022
212;Lula; 40,00 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
213;Jair Bolsonaro; 29,00 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
214;Sergio Moro; 9,00 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
215;Ciro Gomes; 9,00 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
216;João Doria; 1,00 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
217;Janones; 1,00 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
218;Tebet; 1,00 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
219;Felipe d'Ávila; 0,40 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
220;Aldo Rebelo; 0,10 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
221;Eduardo Leite; 2,00 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
222;Branco_Nulo; 4,00 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
223;nao_sabe; 2,00 ; 3,00 ;1500,00;Telefone;95,00;23/03/2022;Exame/Idea;https://classic.exame.com/wp-content/uploads/2022/03/EXAME-IDEIA-24-DE-MARCO_ESPECIAL-ELEICOES-2022-EDITORIAL.pdf;BR-04244/2022
224;Lula; 43,00 ; 2,00 ;2000,00;Telefone;95,00;20/03/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-21mar2022.pdf;BR-09630/2022
225;Jair Bolsonaro; 29,00 ; 2,00 ;2000,00;Telefone;95,00;20/03/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-21mar2022.pdf;BR-09630/2022
226;Sergio Moro; 8,00 ; 2,00 ;2000,00;Telefone;95,00;20/03/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-21mar2022.pdf;BR-09630/2022
227;Ciro Gomes; 9,00 ; 2,00 ;2000,00;Telefone;95,00;20/03/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-21mar2022.pdf;BR-09630/2022
228;João Doria; 2,00 ; 2,00 ;2000,00;Telefone;95,00;20/03/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-21mar2022.pdf;BR-09630/2022
229;Janones; 2,00 ; 2,00 ;2000,00;Telefone;95,00;20/03/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-21mar2022.pdf;BR-09630/2022
230;Tebet; 1,00 ; 2,00 ;2000,00;Telefone;95,00;20/03/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-21mar2022.pdf;BR-09630/2022
231;Felipe d'Ávila; -   ; 2,00 ;2000,00;Telefone;95,00;20/03/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-21mar2022.pdf;BR-09630/2022
232;Eduardo Leite; 2,00 ; 2,00 ;2000,00;Telefone;95,00;20/03/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-21mar2022.pdf;BR-09630/2022
233;Branco_Nulo; 4,00 ; 2,00 ;2000,00;Telefone;95,00;20/03/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-21mar2022.pdf;BR-09630/2022
234;nao_sabe; 1,00 ; 2,00 ;2000,00;Telefone;95,00;20/03/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-21mar2022.pdf;BR-09630/2022
235;Lula; 40,00 ; 2,00 ;3000,00;Telefone;95,00;15/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/recuperacao-de-bolsonaro-perde-impeto-diz-poderdata/;BR-00835/2022
236;Jair Bolsonaro; 30,00 ; 2,00 ;3000,00;Telefone;95,00;15/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/recuperacao-de-bolsonaro-perde-impeto-diz-poderdata/;BR-00835/2022
237;Sergio Moro; 7,00 ; 2,00 ;3000,00;Telefone;95,00;15/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/recuperacao-de-bolsonaro-perde-impeto-diz-poderdata/;BR-00835/2022
