id;candidato; percent ; error_final ;entrevistados;Tipo_campo;confidence_interval_final;data_pesquisa;instituto;fonte;N_registro_tse
1;Lula; 44,00 ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
2;Jair Bolsonaro; 31,00 ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
3;Ciro Gomes; 8,00 ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
4;João Doria; 3,00 ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
5;Janones; 2,00 ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
6;Tebet; 1,00 ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
7;Felipe d'Ávila; 1,00 ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
8;Vera Lúcia; -   ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
9;Eymael; -   ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
10;Luciano Bivar; -   ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
11;Branco_Nulo; 8,00 ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
12;nao_sabe; 2,00 ; 3,20 ;1000,00;Telefone;95,50;04/05/2022;IPESP/XP;https://antoniolavareda.com/wp-content/uploads/2022/05/2022_05_01-PESQUISA-IPESPE.pdf;BR-03473/2022
13;Lula; 40,00 ; 2,20 ;2020,00;Telefone;95,00;03/05/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-br-09280-2022-situacao-eleitoral-para-o-executivo-federal/;BR-09280/2022
14;Jair Bolsonaro; 35,20 ; 2,20 ;2020,00;Telefone;95,00;03/05/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-br-09280-2022-situacao-eleitoral-para-o-executivo-federal/;BR-09280/2022
15;Ciro Gomes; 7,40 ; 2,20 ;2020,00;Telefone;95,00;03/05/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-br-09280-2022-situacao-eleitoral-para-o-executivo-federal/;BR-09280/2022
16;João Doria; 3,20 ; 2,20 ;2020,00;Telefone;95,00;03/05/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-br-09280-2022-situacao-eleitoral-para-o-executivo-federal/;BR-09280/2022
17;Janones; 2,40 ; 2,20 ;2020,00;Telefone;95,00;03/05/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-br-09280-2022-situacao-eleitoral-para-o-executivo-federal/;BR-09280/2022
18;Tebet; 0,70 ; 2,20 ;2020,00;Telefone;95,00;03/05/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-br-09280-2022-situacao-eleitoral-para-o-executivo-federal/;BR-09280/2022
19;Felipe d'Ávila; 0,10 ; 2,20 ;2020,00;Telefone;95,00;03/05/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-br-09280-2022-situacao-eleitoral-para-o-executivo-federal/;BR-09280/2022
20;Luciano Bivar; 0,20 ; 2,20 ;2020,00;Telefone;95,00;03/05/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-br-09280-2022-situacao-eleitoral-para-o-executivo-federal/;BR-09280/2022
21;Branco_Nulo; 7,20 ; 2,20 ;2020,00;Telefone;95,00;03/05/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-br-09280-2022-situacao-eleitoral-para-o-executivo-federal/;BR-09280/2022
22;nao_sabe; 3,50 ; 2,20 ;2020,00;Telefone;95,00;03/05/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-contratada-pela-bgc-liquidez-distribuidora-de-titulos-mobiliarios-ltda-registro-tse-br-09280-2022-situacao-eleitoral-para-o-executivo-federal/;BR-09280/2022
23;Lula; 42,26 ; 2,33 ;1946,67;Telefone;95,11;30/04/2022;Média mês;Média mês;não se aplica
24;Jair Bolsonaro; 31,94 ; 2,33 ;1946,67;Telefone;95,11;30/04/2022;Média mês;Média mês;não se aplica
25;Ciro Gomes; 7,08 ; 2,33 ;1946,67;Telefone;95,11;30/04/2022;Média mês;Média mês;não se aplica
26;João Doria; 2,77 ; 2,33 ;1946,67;Telefone;95,11;30/04/2022;Média mês;Média mês;não se aplica
27;Janones; 2,12 ; 2,33 ;1946,67;Telefone;95,11;30/04/2022;Média mês;Média mês;não se aplica
28;Tebet; 1,27 ; 2,33 ;1946,67;Telefone;95,11;30/04/2022;Média mês;Média mês;não se aplica
29;Felipe d'Ávila; 0,03 ; 2,33 ;1946,67;Telefone;95,11;30/04/2022;Média mês;Média mês;não se aplica
30;Leonardo Péricles; 0,10 ; 2,07 ;2250,00;Telefone;95,00;30/04/2022;Média mês;Média mês;não se aplica
31;Vera Lúcia; 0,30 ; 2,35 ;1937,50;Telefone;95,13;30/04/2022;Média mês;Média mês;não se aplica
32;Eymael; 0,26 ; 2,35 ;1937,50;Telefone;95,13;30/04/2022;Média mês;Média mês;não se aplica
33;Manzano; 0,22 ; 2,08 ;2300,00;Telefone;95,00;30/04/2022;Média mês;Média mês;não se aplica
34;Luciano Bivar; 0,40 ; 2,07 ;2166,67;Telefone;95,00;30/04/2022;Média mês;Média mês;não se aplica
35;Branco_Nulo; 6,19 ; 2,33 ;1946,67;Telefone;95,11;30/04/2022;Média mês;Média mês;não se aplica
36;nao_sabe; 3,87 ; 2,33 ;1946,67;Telefone;95,11;30/04/2022;Média mês;Média mês;não se aplica
37;Aldo Rebelo; 1,00 ; 2,20 ;1500,00;Telefone;95,00;30/04/2022;Média mês;Média mês;não se aplica
38;Sergio Moro; 6,55 ; 2,10 ;2010,00;Telefone;95,00;30/04/2022;Média mês;Média mês;não se aplica
39;Lula; 41,00 ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
40;Jair Bolsonaro; 36,00 ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
41;Ciro Gomes; 6,00 ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
42;João Doria; 4,00 ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
43;Janones; 3,00 ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
44;Tebet; 1,00 ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
45;Felipe d'Ávila; -   ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
46;Leonardo Péricles; -   ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
47;Vera Lúcia; -   ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
48;Eymael; -   ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
49;Manzano; -   ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
50;Luciano Bivar; 1,00 ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
51;Branco_Nulo; 4,00 ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
52;nao_sabe; 3,00 ; 2,00 ;3000,00;Telefone;95,00;26/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-tem-48-no-2o-turno-contra-39-de-bolsonaro-diz-poderdata/;BR-07167/2022
53;Lula; 41,00 ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
54;Jair Bolsonaro; 32,00 ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
55;Ciro Gomes; 9,00 ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
56;João Doria; 3,00 ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
57;Janones; 3,00 ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
58;Tebet; 1,00 ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
59;Felipe d'Ávila; -   ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
60;Leonardo Péricles; -   ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
61;Vera Lúcia; 1,00 ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
62;Eymael; -   ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
63;Manzano; -   ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
64;Luciano Bivar; -   ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
65;Branco_Nulo; 8,00 ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
66;nao_sabe; 1,00 ; 2,00 ;2000,00;Telefone;95,00;24/04/2022;bgtpactual/fsbpesquisa;https://static.btgpactual.com/media/pesquisa-btg-fsb-25abr2022.pdf;BR-04676/2022
67;Lula; 45,00 ; 3,20 ;1000,00;Telefone;95,50;20/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/22/comentarios-sobre-a-pesquisa-ipespe-divulgada-hoje-22-04/;BR-05747/2022
68;Jair Bolsonaro; 31,00 ; 3,20 ;1000,00;Telefone;95,50;20/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/22/comentarios-sobre-a-pesquisa-ipespe-divulgada-hoje-22-04/;BR-05747/2022
69;Ciro Gomes; 8,00 ; 3,20 ;1000,00;Telefone;95,50;20/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/22/comentarios-sobre-a-pesquisa-ipespe-divulgada-hoje-22-04/;BR-05747/2022
70;João Doria; 3,00 ; 3,20 ;1000,00;Telefone;95,50;20/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/22/comentarios-sobre-a-pesquisa-ipespe-divulgada-hoje-22-04/;BR-05747/2022
71;Janones; 2,00 ; 3,20 ;1000,00;Telefone;95,50;20/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/22/comentarios-sobre-a-pesquisa-ipespe-divulgada-hoje-22-04/;BR-05747/2022
72;Tebet; 2,00 ; 3,20 ;1000,00;Telefone;95,50;20/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/22/comentarios-sobre-a-pesquisa-ipespe-divulgada-hoje-22-04/;BR-05747/2022
73;Felipe d'Ávila; -   ; 3,20 ;1000,00;Telefone;95,50;20/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/22/comentarios-sobre-a-pesquisa-ipespe-divulgada-hoje-22-04/;BR-05747/2022
74;Vera Lúcia; -   ; 3,20 ;1000,00;Telefone;95,50;20/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/22/comentarios-sobre-a-pesquisa-ipespe-divulgada-hoje-22-04/;BR-05747/2022
75;Eymael; -   ; 3,20 ;1000,00;Telefone;95,50;20/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/22/comentarios-sobre-a-pesquisa-ipespe-divulgada-hoje-22-04/;BR-05747/2022
76;Branco_Nulo; 7,00 ; 3,20 ;1000,00;Telefone;95,50;20/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/22/comentarios-sobre-a-pesquisa-ipespe-divulgada-hoje-22-04/;BR-05747/2022
77;nao_sabe; 2,00 ; 3,20 ;1000,00;Telefone;95,50;20/04/2022;IPESP/XP;https://antoniolavareda.com/2022/04/22/comentarios-sobre-a-pesquisa-ipespe-divulgada-hoje-22-04/;BR-05747/2022
78;Lula; 42,00 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
79;Jair Bolsonaro; 33,00 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
80;Ciro Gomes; 10,00 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
81;João Doria; 3,00 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
82;Janones; 1,00 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
83;Tebet; 1,00 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
84;Felipe d'Ávila; 0,10 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
85;Leonardo Péricles; 0,50 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
86;Aldo Rebelo; 1,00 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
87;Vera Lúcia; 0,30 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
88;Eymael; 1,00 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
89;Manzano; 1,00 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
90;Luciano Bivar; 0,20 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
91;Branco_Nulo; 1,00 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
92;nao_sabe; 6,00 ; 2,20 ;1500,00;Telefone;95,00;20/04/2022;Exame/Idea;https://exame.com/brasil/diferenca-entre-lula-e-bolsonaro-no-segundo-turno-cai-de-13-para-9/;BR-02495/2022
93;Lula; 43,30 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
94;Jair Bolsonaro; 28,80 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
95;Ciro Gomes; 6,30 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
96;João Doria; 2,60 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
97;Janones; 2,00 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
98;Tebet; 0,80 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
99;Felipe d'Ávila; 0,10 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
100;Leonardo Péricles; 0,10 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
101;Vera Lúcia; 1,10 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
102;Eymael; 0,10 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
103;Manzano; 0,10 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
104;Branco_Nulo; 7,80 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
105;nao_sabe; 7,10 ; 2,20 ;2000,00;Domicilio;95,00;11/04/2022;ISTOÉ/Sensus;https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/sensus-divulga-primeira-pesquisa-sobre-eleicao-presidencial-de-2022-veja-os-numeros/;BR-01631/2022
106;Lula; 40,00 ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
107;Jair Bolsonaro; 35,00 ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
108;Ciro Gomes; 5,00 ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
109;João Doria; 3,00 ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
110;Janones; 3,00 ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
111;Tebet; 2,00 ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
112;Felipe d'Ávila; -   ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
113;Leonardo Péricles; -   ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
114;Vera Lúcia; -   ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
115;Eymael; 1,00 ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
116;Manzano; -   ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
117;Branco_Nulo; 7,00 ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
118;nao_sabe; 4,00 ; 2,00 ;3000,00;Telefone;95,00;12/04/2022;PODERDATA;https://www.poder360.com.br/poderdata/frente-de-lula-sobre-bolsonaro-cai-a-5-pontos-diz-poderdata/;BR-00368/2022
119;Lula; 40,00 ; 2,20 ;2020,00;Domicilio;95,00;05/04/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-08065-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-abril-2022/;BR-08065/2022
